corename,latitude,longitude,species,d18oc,reference,doi,subspecies,foram,t_annual,gridlat,gridlon,griddistance,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,t_seasonal,d18osw
GIK13230-1,14.13,-17.45,G. ruber,-2.27,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.3394832611084,14.5,-17.5,41.53972428934725,0,0,0,0,0,1,1,1,1,1,1,1,27.127614974975586,0.7362132668495178
VM22-202 ,14.4,-21.15,G. ruber,-0.841,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,24.858055114746094,14.5,-21.5,39.33718777038972,1,0,0,0,1,1,1,1,1,1,1,1,25.705163955688477,0.7894615530967712
SO164-02-3,15.3048333333333,-72.78433333333331,G. ruber,-1.55,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.520830154418945,15.5,-72.5,37.45897980369805,1,1,1,1,1,1,1,1,1,1,1,1,27.520830154418945,0.8320998549461365
VM25-44,11.5,-45.15,G. ruber,-1.393,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,26.84862518310547,11.5,-45.5,38.179592334564006,1,1,1,1,1,1,1,1,1,1,1,1,26.84862518310547,0.7968704104423523
GIK13231-1,14.12,-17.52,G. ruber,-1.97,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.3394832611084,14.5,-17.5,42.35630257602131,0,0,0,0,0,1,1,1,1,1,1,1,27.127614974975586,0.7362132668495178
VM32-67,11.28,-42.5,G. ruber,-1.828,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,26.607431411743164,11.5,-42.5,24.490272929850224,1,1,1,1,1,1,1,1,1,1,1,1,26.607431411743164,0.8229644298553467
SO164-01-3,13.836583333333301,-74.1504666666667,G. ruber,-1.98,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.3399600982666,13.5,-74.5,53.22867367983598,1,1,1,1,1,1,1,1,1,1,1,1,27.3399600982666,0.8168206810951233
VM16-203,9.35,-39.87,G. ruber,-1.689,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,26.970596313476562,9.5,-39.5,43.929350521262464,1,1,1,1,1,1,1,1,1,1,1,1,26.970596313476562,0.7974139451980591
GIK13232-1,14.12,-17.52,G. ruber,-2.35,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.3394832611084,14.5,-17.5,42.35630257602131,0,0,0,0,0,1,1,1,1,1,1,1,27.127614974975586,0.7362132668495178
M35039-1,17.926666666666698,-79.145,G. ruber,-1.03,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,28.0013484954834,17.5,-79.5,60.60528302342583,1,1,1,1,1,1,1,1,1,1,1,1,28.0013484954834,0.8449371457099915
VM20-234,5.32,-33.03,G. ruber,-2.019,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.48558807373047,5.5,-33.5,55.808114250150155,1,1,1,1,1,1,1,1,1,1,1,1,27.48558807373047,0.7782899737358093
GIK13233-1,14.12,-17.53,G. ruber,-2.47,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.3394832611084,14.5,-17.5,42.424919406458464,0,0,0,0,0,1,1,1,1,1,1,1,27.127614974975586,0.7362132668495178
VM25-60,3.3,-34.8,G. ruber,-1.5490000000000002,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.529739379882812,3.5,-34.5,40.087836197826874,1,1,1,1,1,1,1,1,1,1,1,1,27.529739379882812,0.787875235080719
M35038-1,17.2616666666667,-79.23,G. ruber,-1.73,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,28.0013484954834,17.5,-79.5,39.07251606673545,1,1,1,1,1,1,1,1,1,1,1,1,28.0013484954834,0.8449371457099915
VM22-30,3.25,-34.25,G. ruber,-1.85,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.529739379882812,3.5,-34.5,39.32318963185727,1,1,1,1,1,1,1,1,1,1,1,1,27.529739379882812,0.787875235080719
GIK13234-1,14.12,-17.54,G. ruber,-2.34,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.3394832611084,14.5,-17.5,42.52079694246851,0,0,0,0,0,1,1,1,1,1,1,1,27.127614974975586,0.7362132668495178
VM20-233,2.01,-35.93,G. ruber,-1.5730000000000002,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.492189407348633,2.5,-35.5,72.54649702220014,1,1,1,1,1,1,1,1,1,1,1,1,27.492189407348633,0.7975857257843018
M35037-1,16.913333333333302,-79.3883333333333,G. ruber,-1.8,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.901458740234375,16.5,-79.5,47.5273616033591,1,1,1,1,1,1,1,1,1,1,1,1,27.901458740234375,0.8402566313743591
RC13-189,1.85,-30.0,G. ruber,-1.565,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.32404136657715,1.5,-30.5,67.92150333429376,1,1,1,1,1,1,1,1,1,1,1,1,27.32404136657715,0.781783401966095
GIK13235-2,14.11,-17.55,G. ruber,-2.25,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.3394832611084,14.5,-17.5,43.748242336876416,0,0,0,0,0,1,1,1,1,1,1,1,27.127614974975586,0.7362132668495178
VM22-31,1.85,-32.47,G. ruber,-2.06,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.3654727935791,1.5,-32.5,39.10450138546866,1,1,1,1,1,1,1,1,1,1,1,1,27.3654727935791,0.7880619764328003
M35036-3,16.9166666666667,-79.4216666666667,G. ruber,-1.55,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.901458740234375,16.5,-79.5,47.12894247033486,1,1,1,1,1,1,1,1,1,1,1,1,27.901458740234375,0.8402566313743591
RC13-188,1.8,-33.7,G. ruber,-1.7009999999999998,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.38312530517578,1.5,-33.5,40.13161298272412,1,1,1,1,1,1,1,1,1,1,1,1,27.38312530517578,0.7901390790939331
VM16-21 ,17.27,-48.42,G. ruber,-0.915,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,26.213722229003906,17.5,-48.5,26.977133240020127,1,1,1,1,1,1,1,1,1,1,1,1,26.213722229003906,0.9418570399284363
GIK13236-1,14.11,-17.6,G. ruber,-2.02,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.3394832611084,14.5,-17.5,44.734481036192285,0,0,0,0,0,1,1,1,1,1,1,1,27.127614974975586,0.7362132668495178
GIK13225-2,12.53,-17.64,G. ruber,-2.86,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,25.17075538635254,12.5,-17.5,15.576630447861081,0,0,0,0,1,1,1,1,1,1,1,1,27.277050018310547,0.7246462106704712
VM14-2 ,20.72,-49.43,G. ruber,-0.677,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,26.023666381835938,20.5,-49.5,25.55328546271789,1,1,1,1,1,1,1,1,1,1,1,1,26.023666381835938,1.1089591979980469
SO164-21-3,16.1,-70.5,G. ruber,-1.94,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.60772705078125,16.5,-70.5,44.52770589108154,1,1,1,1,1,1,1,1,1,1,1,1,27.60772705078125,0.7282740473747253
GIK12343-1,15.4,-17.28,G. ruber,-1.56,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.044034957885742,15.5,-17.5,26.09844475055355,0,0,0,0,0,1,1,1,1,1,1,1,26.728885650634766,0.7644811272621155
SO164-20-2,16.7581666666667,-71.487,G. ruber,-1.95,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.603548049926758,16.5,-71.5,28.772389769479666,1,1,1,1,1,1,1,1,1,1,1,1,27.603548049926758,0.7833309769630432
VM27-263 ,35.02,-40.92,G. ruber,-0.537,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,21.170583724975586,35.5,-40.5,65.6697983600126,0,0,0,0,0,0,1,1,1,1,0,0,24.791324615478516,1.0433274507522583
GIK12344-2,15.43,-17.34,G. ruber,-1.86,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.044034957885742,15.5,-17.5,18.852067310391618,0,0,0,0,0,1,1,1,1,1,1,1,26.728885650634766,0.7644811272621155
GIK12345-3,15.48,-17.36,G. ruber,-2.45,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.044034957885742,15.5,-17.5,15.182767057148293,0,0,0,0,0,1,1,1,1,1,1,1,26.728885650634766,0.7644811272621155
GIK12345-4,15.467,-17.358,G. ruber,-1.95,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.044034957885742,15.5,-17.5,15.670344223137832,0,0,0,0,0,1,1,1,1,1,1,1,26.728885650634766,0.7644811272621155
VM27-161 ,33.58,-13.97,G. ruber,0.062,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,19.553800582885742,33.5,-13.5,44.508768321499524,0,0,0,0,0,0,0,1,1,1,0,0,22.281038284301758,1.0869619846343994
GIK12347-1,15.83,-17.85,G. ruber,-1.84,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.044034957885742,15.5,-17.5,52.50543595175207,0,0,0,0,0,1,1,1,1,1,1,1,26.728885650634766,0.7644811272621155
VM17-165 ,32.75,-41.9,G. ruber,-0.507,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,22.32773780822754,32.5,-41.5,46.700013367855036,0,0,0,0,0,1,1,1,1,1,1,0,24.80631446838379,1.1212379932403564
GIK12347-2,15.83,-17.85,G. ruber,-1.84,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.044034957885742,15.5,-17.5,52.50543595175207,0,0,0,0,0,1,1,1,1,1,1,1,26.728885650634766,0.7644811272621155
GIK12379-3,23.13,-17.75,G. ruber,-0.54,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,20.08257484436035,23.5,-17.5,48.47300874983615,0,0,0,0,0,0,0,1,1,1,0,0,21.519868850708008,1.1065651178359985
GIK12392-1,25.17,-16.85,G. ruber,-0.78,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,20.47524642944336,25.5,-16.5,50.887469752778166,0,0,0,0,0,0,0,0,1,1,1,0,22.121437072753906,1.1454719305038452
SO164-19-3,21.245,-74.34966666666669,G. ruber,-1.75,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.25566291809082,21.5,-74.5,32.382948849405224,1,1,1,1,1,1,1,1,1,1,1,1,27.25566291809082,1.0147418975830078
VM27-261 ,31.37,-35.98,G. ruber,-0.109,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,22.289642333984375,31.5,-35.5,47.832571685721895,0,0,0,0,0,1,1,1,1,1,1,0,24.45476722717285,1.1743197441101074
GIK13220-1,12.54,-17.56,G. ruber,-2.49,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,25.17075538635254,12.5,-17.5,7.895700656291087,0,0,0,0,1,1,1,1,1,1,1,1,27.277050018310547,0.7246462106704712
VM19-308 ,29.02,-41.4,G. ruber,-0.6859999999999999,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,23.252634048461914,29.5,-41.5,54.30856636705726,0,0,0,0,0,1,1,1,1,1,1,1,24.93790054321289,1.2101404666900635
VM22-219 ,27.92,-43.63,G. ruber,-0.937,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,23.96612548828125,27.5,-43.5,48.477667272775605,0,0,0,0,1,1,1,1,1,1,1,1,25.121036529541016,1.2464120388031006
GIK13221-1,12.54,-17.58,G. ruber,-2.28,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,25.17075538635254,12.5,-17.5,9.767762474398195,0,0,0,0,1,1,1,1,1,1,1,1,27.277050018310547,0.7246462106704712
SO164-18-1,21.226833333333303,-74.35,G. ruber,-1.36,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.25566291809082,21.5,-74.5,34.15422079881794,1,1,1,1,1,1,1,1,1,1,1,1,27.25566291809082,1.0147418975830078
GIK13222-1,12.54,-17.59,G. ruber,-2.7,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,25.17075538635254,12.5,-17.5,10.746424146637013,0,0,0,0,1,1,1,1,1,1,1,1,27.277050018310547,0.7246462106704712
VM20-244 ,26.0,-48.27,G. ruber,-1.119,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,24.710580825805664,26.5,-48.5,60.210271577632064,1,0,0,0,1,1,1,1,1,1,1,1,25.49353790283203,1.243998408317566
SO164-07-3,21.3243333333333,-74.146,G. ruber,-1.55,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.25566291809082,21.5,-74.5,41.5733328157598,1,1,1,1,1,1,1,1,1,1,1,1,27.25566291809082,1.0147418975830078
VM10-93 ,24.2,-47.47,G. ruber,-0.856,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,25.13093376159668,24.5,-47.5,33.53411461588869,1,1,1,1,1,1,1,1,1,1,1,1,25.13093376159668,1.2764787673950195
GIK13223-3,12.54,-17.6,G. ruber,-2.55,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,25.17075538635254,12.5,-17.5,11.744105464121983,0,0,0,0,1,1,1,1,1,1,1,1,27.277050018310547,0.7246462106704712
VM16-206 ,23.33,-46.48,G. ruber,-0.965,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,25.263952255249023,23.5,-46.5,19.034269369165607,1,1,1,1,1,1,1,1,1,1,1,1,25.263952255249023,1.2798192501068115
SO164-04-2,17.273,-71.6515,G. ruber,-1.7,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.662574768066406,17.5,-71.5,29.959558248612645,1,1,1,1,1,1,1,1,1,1,1,1,27.662574768066406,0.7833309769630432
GIK13224-2,12.53,-17.62,G. ruber,-2.69,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,25.17075538635254,12.5,-17.5,13.461751422175952,0,0,0,0,1,1,1,1,1,1,1,1,27.277050018310547,0.7246462106704712
RC13-190,1.78,-25.43,G. ruber,-1.42,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.200716018676758,1.5,-25.5,32.127931455656,1,1,1,1,1,1,1,1,1,1,1,1,27.200716018676758,0.765473484992981
M35035-1,16.893333333333302,-79.1316666666667,G. ruber,-1.92,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.901458740234375,16.5,-79.5,58.81833855239037,1,1,1,1,1,1,1,1,1,1,1,1,27.901458740234375,0.8402566313743591
VM25-59,1.367,-33.483000000000004,G. ruber,-1.926,Arbuszewski et al. (2010); Farmer et al. 2005; Dekens et al. 2002,10.1016/j.epsl.2010.10.035;10.1029/2001GC000200,white,G. ruber white,27.38312530517578,1.5,-33.5,14.925868595546605,1,1,1,1,1,1,1,1,1,1,1,1,27.38312530517578,0.7901390790939331
PS2230-1,-34.753,17.365,G. ruber,-0.66,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,17.659364700317383,-34.5,17.5,30.759114793578394,1,1,0,0,0,0,0,0,0,0,0,1,19.463899612426758,0.48824211955070496
GIK13526-4,21.0,-17.62,G. ruber,-1.57,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,18.97853660583496,21.5,-17.5,57.034976634553324,0,0,0,0,0,0,0,1,1,1,0,0,20.84482765197754,1.0033361911773682
PS2230-1,-34.753,17.365,G. ruber,-0.97,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,17.659364700317383,-34.5,17.5,30.759114793578394,1,1,0,0,0,0,0,0,0,0,0,1,19.463899612426758,0.48824211955070496
M35013-3,18.315,-63.45,G. ruber,-1.66,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.26592445373535,18.5,-63.5,21.260472883453794,1,1,1,1,1,1,1,1,1,1,1,1,27.26592445373535,0.7386985421180725
GIK13527-1,20.99,-17.66,G. ruber,-1.57,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,19.425945281982422,20.5,-17.5,57.03276432206778,0,0,0,0,0,0,0,1,1,1,0,0,22.280271530151367,0.9435458183288574
M35012-6,18.305,-63.6266666666667,G. ruber,-1.78,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.26592445373535,18.5,-63.5,25.499298212843293,1,1,1,1,1,1,1,1,1,1,1,1,27.26592445373535,0.7386985421180725
RC24-07,-1.34,-11.9,G. ruber,-1.43,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,25.774658203125,-1.5,-11.5,47.94508178879072,1,1,1,1,1,1,1,1,1,1,1,1,25.774658203125,0.7467630505561829
GIK13528-2,20.99,-17.68,G. ruber,-1.18,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,19.425945281982422,20.5,-17.5,57.67519400336056,0,0,0,0,0,0,0,1,1,1,0,0,22.280271530151367,0.9435458183288574
VM26-99,-1.47,-32.72,G. ruber,-0.9890000000000001,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.17755889892578,-1.5,-32.5,24.708772639566725,1,1,1,1,1,1,1,1,1,1,1,1,27.17755889892578,0.807589054107666
M35010-2,18.9333333333333,-64.09,G. ruber,-1.49,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.276151657104492,18.5,-64.5,64.77270459548915,1,1,1,1,1,1,1,1,1,1,1,1,27.276151657104492,0.7165998816490173
VM26-100,-1.55,-34.65,G. ruber,-1.235,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.243698120117188,-1.5,-34.5,17.59554018623186,1,1,1,1,1,1,1,1,1,1,1,1,27.243698120117188,0.8099144697189331
GIK13529-1,20.99,-17.7,G. ruber,-1.11,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,19.425945281982422,20.5,-17.5,58.38483872990325,0,0,0,0,0,0,0,1,1,1,0,0,22.280271530151367,0.9435458183288574
M35008-1,18.0316666666667,-64.1633333333333,G. ruber,-1.86,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.276151657104492,18.5,-64.5,63.123416789861125,1,1,1,1,1,1,1,1,1,1,1,1,27.276151657104492,0.7165998816490173
GIK13530-1,21.0,-17.73,G. ruber,-1.3,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,18.97853660583496,21.5,-17.5,60.5590645489406,0,0,0,0,0,0,0,1,1,1,0,0,20.84482765197754,1.0033361911773682
M35006-6,16.4216666666667,-62.453333333333305,G. ruber,-1.85,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.490081787109375,16.5,-62.5,10.042861046207271,1,1,1,1,1,1,1,1,1,1,1,1,27.490081787109375,0.7296225428581238
GIK13532-2,20.98,-17.88,G. ruber,-1.86,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,19.425945281982422,20.5,-17.5,66.48364540291404,0,0,0,0,0,0,0,1,1,1,0,0,22.280271530151367,0.9435458183288574
PS2110-1,-20.119,8.97,G. ruber,-0.45,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,19.554689407348633,-20.5,8.5,64.85682271685852,0,1,1,1,0,0,0,0,0,0,0,0,22.0268611907959,0.639690637588501
M35005-3,15.453333333333301,-62.2316666666667,G. ruber,-1.7,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.5964412689209,15.5,-62.5,29.25253777253781,1,1,1,1,1,1,1,1,1,1,1,1,27.5964412689209,0.7224553823471069
PS2110-1,-20.119,8.97,G. ruber,-1.03,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,19.554689407348633,-20.5,8.5,64.85682271685852,0,1,1,1,0,0,0,0,0,0,0,0,22.0268611907959,0.639690637588501
GIK13533-1,20.99,-18.03,G. ruber,-1.48,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,20.725204467773438,20.5,-18.5,73.27481040524472,0,0,0,0,0,0,0,1,1,1,0,0,23.455991744995117,0.9552996158599854
PS2110-1,-20.119,8.97,G. ruber,-0.711,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,19.554689407348633,-20.5,8.5,64.85682271685852,0,1,1,1,0,0,0,0,0,0,0,0,22.0268611907959,0.639690637588501
M35004-1,14.41,-61.6616666666667,G. ruber,-2.08,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.805999755859375,14.5,-61.5,20.1015810124132,1,1,1,1,1,1,1,1,1,1,1,1,27.805999755859375,0.6751290559768677
PS2110-1,-20.119,8.97,G. ruber,-0.66,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,19.554689407348633,-20.5,8.5,64.85682271685852,0,1,1,1,0,0,0,0,0,0,0,0,22.0268611907959,0.639690637588501
PS2110-1,-20.119,8.97,G. ruber,-0.81,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,19.554689407348633,-20.5,8.5,64.85682271685852,0,1,1,1,0,0,0,0,0,0,0,0,22.0268611907959,0.639690637588501
M35003-6,12.085,-61.245,G. ruber,-1.69,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.609338760375977,12.5,-61.5,53.883793668578775,1,1,1,1,1,1,1,1,1,1,1,1,27.609338760375977,0.6495618224143982
M35002-1,12.031666666666698,-61.1766666666667,G. ruber,-1.79,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.609338760375977,12.5,-61.5,62.88899148382675,1,1,1,1,1,1,1,1,1,1,1,1,27.609338760375977,0.6495618224143982
MD98-2181,6.3,125.833,G. ruber,-2.81,Stott et al. (2007),10.1126/science.1143791,white,G. ruber white,28.765960693359375,5.5,126.5,115.69470160239416,1,1,1,1,1,1,1,1,1,1,1,1,28.765960693359375,0.22659334540367126
M35014-1,17.841666666666697,-63.7366666666667,G. ruber,-1.81,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.42304039001465,17.5,-63.5,45.571072785640375,1,1,1,1,1,1,1,1,1,1,1,1,27.42304039001465,0.7194527983665466
M35015-1,17.9933333333333,-63.451666666666696,G. ruber,-1.93,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.42304039001465,17.5,-63.5,55.15600467673227,1,1,1,1,1,1,1,1,1,1,1,1,27.42304039001465,0.7194527983665466
GIK13291-1,18.12,-18.08,G. ruber,-1.5,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,22.234460830688477,18.5,-18.5,61.31541413904156,0,0,0,0,0,0,1,1,1,1,1,0,25.109426498413086,0.8533844947814941
PS2230-1,-34.753,17.365,G. ruber,-0.74,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,17.659364700317383,-34.5,17.5,30.759114793578394,1,1,0,0,0,0,0,0,0,0,0,1,19.463899612426758,0.48824211955070496
GIK13237-1,14.14,-17.65,G. ruber,-1.91,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.3394832611084,14.5,-17.5,43.21761652430984,0,0,0,0,0,1,1,1,1,1,1,1,27.127614974975586,0.7362132668495178
VM22-32,0.9,-31.8,G. ruber,-1.706,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.23587989807129,0.5,-31.5,55.65803271870544,1,1,1,1,1,1,1,1,1,1,1,1,27.23587989807129,0.7922368049621582
M35034-3,16.9033333333333,-79.0583333333333,G. ruber,-1.97,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.901458740234375,16.5,-79.5,65.0654620917418,1,1,1,1,1,1,1,1,1,1,1,1,27.901458740234375,0.8402566313743591
VM14-5,0.85,-32.85,G. ruber,-1.781,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,27.267784118652344,0.5,-32.5,55.09821078748859,1,1,1,1,1,1,1,1,1,1,1,1,27.267784118652344,0.7947357892990112
GIK13238-1,14.15,-17.87,G. ruber,-2.49,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,24.3394832611084,14.5,-17.5,55.77286607699282,0,0,0,0,0,1,1,1,1,1,1,1,27.127614974975586,0.7618502378463745
RC24-01,0.55,-13.65,G. ruber,-1.5930000000000002,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,26.507814407348633,0.5,-13.5,17.600485854064097,1,1,1,1,1,1,1,1,1,1,1,1,26.507814407348633,0.7360559105873108
M35032-1,16.588333333333303,-78.615,G. ruber,-1.97,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.893983840942383,16.5,-78.5,15.725395883371077,1,1,1,1,1,1,1,1,1,1,1,1,27.893983840942383,0.837067723274231
RC24-02,0.55,-13.68,G. ruber,-1.413,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,26.507814407348633,0.5,-13.5,20.795376778256657,1,1,1,1,1,1,1,1,1,1,1,1,26.507814407348633,0.7360559105873108
GIK13273-1,18.77,-16.89,G. ruber,-1.62,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,21.374839782714844,18.5,-16.5,50.94838728035674,0,0,0,0,0,0,1,1,1,1,0,0,25.94084930419922,0.8308805227279663
VM30-41,0.22,-23.07,G. ruber,-1.541,Arbuszewski et al. (2010),10.1016/j.epsl.2010.10.035,white,G. ruber white,26.913400650024414,0.5,-23.5,57.120087718483475,1,1,1,1,1,1,1,1,1,1,1,1,26.913400650024414,0.7726140022277832
M35030-1,16.755,-78.61,G. ruber,-1.9,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,white,G. ruber white,27.893983840942383,16.5,-78.5,30.715722668595138,1,1,1,1,1,1,1,1,1,1,1,1,27.893983840942383,0.837067723274231
